Age,Workclass,fnlwgt,Education,Education-num,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Income
42-46,Private,98466,10th,6,Never-married,Farming-fishing,Unmarried,White,Male,0,0,35,Un***********,<=50K
77-81,Local-gov,20101,HS-grad,9,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,32,Un***********,<=50K
32-36,Private,496743,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,Un***********,<=50K
77-81,Private,129338,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,10,Un***********,<=50K
32-36,Private,234755,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Male,0,0,40,Un***********,<=50K
32-36,Private,221762,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,Un***********,<=50K
52-56,Self-emp-inc,138852,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Un***********,>50K
42-46,Private,184625,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Un***********,>50K
42-46,Private,203039,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,Un***********,<=50K
32-36,Self-emp-not-inc,89508,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3908,0,60,Un***********,<=50K
42-46,Local-gov,193755,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Un***********,<=50K
32-36,Private,108328,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,6849,0,50,Un***********,<=50K
57-61,Private,197642,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,40,Un***********,<=50K
42-46,Local-gov,153312,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,10,Un***********,>50K
17-21,Self-emp-not-inc,45546,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,16,Un***********,<=50K
57-61,?,179761,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,Un***********,>50K
32-36,Private,233571,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,50,Un***********,<=50K
32-36,Private,270968,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,Un***********,>50K
27-31,Private,107160,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Un***********,<=50K
47-51,Private,166634,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,***********,<=50K
17-21,Private,361341,12th,8,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,25,***********,<=50K
22-26,Private,241185,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,48,Un***********,<=50K
37-41,State-gov,112497,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,Un***********,<=50K
62-66,Private,108097,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,10566,0,45,Un***********,<=50K
17-21,Private,364685,11th,7,Never-married,Tech-support,Own-child,White,Female,0,0,35,Un***********,<=50K
17-21,Private,225890,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,30,Un***********,<=50K
27-31,Self-emp-not-inc,266855,Bachelors,13,Separated,Prof-specialty,Own-child,White,Male,0,0,40,Un***********,<=50K
47-51,Private,162327,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,Un***********,<=50K
37-41,Self-emp-not-inc,362062,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,Un***********,>50K
32-36,Local-gov,213722,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,57,Un***********,>50K
22-26,Private,130931,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,Un***********,<=50K
32-36,Private,166235,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,30,Un***********,<=50K
22-26,Private,155213,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,48,Un***********,<=50K
52-56,Private,184882,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,50,Un***********,>50K
32-36,Private,61343,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Un***********,<=50K
22-26,?,167835,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,20,Un***********,<=50K
22-26,Private,34616,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,Un***********,<=50K
27-31,Private,138269,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Un***********,<=50K
17-21,Private,237305,Some-college,10,Never-married,Machine-op-inspct,Other-relative,Black,Female,0,0,35,Un***********,<=50K
52-56,Private,119859,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,Un***********,>50K
42-46,Private,221172,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,35,Un***********,<=50K
32-36,State-gov,49352,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,Un***********,<=50K
47-51,Private,226735,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,Un***********,<=50K
37-41,?,204668,Assoc-voc,11,Separated,?,Unmarried,White,Female,0,0,25,Un***********,<=50K
47-51,Private,107373,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Un***********,>50K
32-36,Private,187560,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,3908,0,40,Un***********,<=50K
47-51,Private,122177,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,80,Un***********,<=50K
32-36,Private,204792,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Un***********,<=50K
22-26,Private,227915,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,0,0,33,Un***********,<=50K
27-31,Private,95465,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Un***********,<=50K
52-56,Self-emp-inc,210736,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Un***********,<=50K
22-26,Private,114357,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,0,0,50,Un***********,<=50K
42-46,Private,44489,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,Un***********,<=50K
27-31,Private,321577,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,Un***********,<=50K
17-21,Private,187570,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,20,Un***********,<=50K
62-66,Self-emp-not-inc,111483,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2174,10,Un***********,>50K
27-31,Private,162404,Bachelors,13,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,60,Un***********,<=50K
17-21,Private,197850,11th,7,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,24,Un***********,<=50K
27-31,?,192569,HS-grad,9,Never-married,?,Own-child,Black,Male,0,0,40,Un***********,<=50K
52-56,Private,146378,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,>50K
22-26,Private,418405,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
22-26,Private,211596,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Un***********,<=50K
47-51,Private,189107,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Un***********,<=50K
42-46,Private,216907,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,Un***********,>50K
57-61,Local-gov,237879,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,58,Un***********,<=50K
62-66,Private,167098,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Un***********,>50K
27-31,?,501172,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,419,20,***********,<=50K
27-31,Private,104329,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Un***********,<=50K
52-56,Local-gov,223716,Some-college,10,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,Un***********,<=50K
47-51,Private,97005,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
42-46,Private,341757,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Un***********,<=50K
27-31,?,55950,Bachelors,13,Never-married,?,Own-child,Black,Female,0,0,40,***********,<=50K
42-46,Private,285066,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Un***********,>50K
47-51,Private,30219,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1669,40,Un***********,<=50K
42-46,Private,341178,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,44,***********,<=50K
47-51,Private,143459,9th,5,Separated,Handlers-cleaners,Own-child,White,Male,0,0,38,Un***********,<=50K
47-51,Private,441637,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Un***********,<=50K
37-41,Private,31670,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,Un***********,<=50K
27-31,Local-gov,144949,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,Un***********,<=50K
27-31,Private,217962,12th,8,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,***********,<=50K
32-36,Private,108997,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Un***********,<=50K
32-36,Self-emp-not-inc,468713,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Un***********,<=50K
27-31,Self-emp-not-inc,119411,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,Un***********,<=50K
47-51,Private,273435,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1579,40,Un***********,<=50K
37-41,Private,33983,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,40,Un***********,>50K
22-26,Private,184665,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,Un***********,<=50K
27-31,Private,222442,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,51,***********,<=50K
22-26,Private,127768,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,32,Un***********,>50K
32-36,Private,347491,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Un***********,>50K
17-21,Private,155752,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,30,Un***********,<=50K
17-21,Private,173585,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,18,Un***********,<=50K
57-61,Private,188872,5th-6th,3,Divorced,Transport-moving,Unmarried,White,Male,6497,0,40,Un***********,<=50K
37-41,Local-gov,162613,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,2258,60,Un***********,<=50K
32-36,Local-gov,216068,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,Un***********,<=50K
62-66,?,195733,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,30,Un***********,>50K
42-46,Private,171550,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,Un***********,<=50K
42-46,State-gov,230961,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
22-26,Private,433669,Assoc-acdm,12,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,36,***********,<=50K
52-56,State-gov,110257,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Un***********,<=50K
62-66,Self-emp-not-inc,231777,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,Un***********,<=50K
27-31,Private,29662,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,Un***********,>50K
22-26,Private,105516,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,Un***********,<=50K
52-56,Private,251063,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,Un***********,<=50K
37-41,Local-gov,170924,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Male,0,0,7,Un***********,<=50K
62-66,Private,127139,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Un***********,>50K
47-51,Local-gov,249289,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,Un***********,<=50K
57-61,Local-gov,190747,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Un***********,<=50K
52-56,Federal-gov,130703,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,Un***********,<=50K
27-31,Private,215955,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,2829,0,40,Un***********,<=50K
27-31,Local-gov,220419,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,56,Un***********,<=50K
42-46,Private,153254,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Un***********,<=50K
52-56,Private,275236,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Un***********,<=50K
37-41,Private,179481,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,4650,0,44,Un***********,<=50K
17-21,Private,38619,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,66,Un***********,<=50K
42-46,Private,183273,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,32,Un***********,>50K
52-56,Private,108083,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,Un***********,<=50K
37-41,Private,188615,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,>50K
37-41,Local-gov,33068,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,1974,40,Un***********,<=50K
52-56,Private,134756,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,Un***********,<=50K
57-61,Self-emp-not-inc,282660,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
32-36,Private,195136,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,40,Un***********,>50K
27-31,Private,258932,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,80,***********,<=50K
47-51,Private,200734,Bachelors,13,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,45,Un***********,<=50K
42-46,Private,104196,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Un***********,>50K
27-31,Private,253814,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,Un***********,<=50K
32-36,Private,228873,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Un***********,>50K
72-76,Private,191446,1st-4th,2,Married-civ-spouse,Other-service,Other-relative,Black,Female,0,0,16,Un***********,<=50K
62-66,Self-emp-not-inc,226215,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,Un***********,<=50K
47-51,Private,133969,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,2885,0,65,***********,<=50K
37-41,Private,115289,Some-college,10,Divorced,Sales,Own-child,White,Male,0,1380,70,Un***********,<=50K
47-51,Self-emp-not-inc,182752,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,***********,<=50K
32-36,Private,179877,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Un***********,>50K
27-31,Private,216481,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Un***********,<=50K
22-26,Private,207415,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,Un***********,<=50K
47-51,Self-emp-inc,175070,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Un***********,>50K
37-41,Private,86143,5th-6th,3,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,***********,<=50K
32-36,Private,293528,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,0,0,3,Un***********,<=50K
42-46,Private,174533,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,50,Un***********,>50K
17-21,Private,165532,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,15,Un***********,<=50K
42-46,Private,144778,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Un***********,<=50K
27-31,Private,130021,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,2829,0,40,Un***********,<=50K
42-46,Private,97842,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,Un***********,<=50K
27-31,Local-gov,100270,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,Un***********,<=50K
32-36,Federal-gov,67083,Bachelors,13,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,1471,0,40,***********,<=50K
37-41,Self-emp-not-inc,242082,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Un***********,>50K
32-36,Private,172186,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,Un***********,<=50K
22-26,Private,150062,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Un***********,<=50K
47-51,Local-gov,173938,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Un***********,>50K
67-71,Local-gov,61958,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1424,0,6,Un***********,<=50K
27-31,Private,428030,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,Un***********,<=50K
22-26,Private,81145,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,25,Un***********,<=50K
17-21,Private,148940,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Un***********,<=50K
52-56,Private,152373,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2105,0,40,Un***********,<=50K
32-36,Private,195891,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,55,Un***********,<=50K
22-26,Private,220944,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Un***********,<=50K
17-21,Private,293091,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,60,Un***********,<=50K
37-41,Private,254202,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Un***********,<=50K
22-26,?,354351,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,40,Un***********,<=50K
67-71,?,38317,1st-4th,2,Divorced,?,Not-in-family,White,Female,0,0,20,Un***********,<=50K
32-36,Private,251521,11th,7,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,Un***********,<=50K
27-31,Private,36601,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,Un***********,<=50K
42-46,Private,117605,9th,5,Divorced,Sales,Not-in-family,White,Male,0,0,35,Un***********,<=50K
22-26,Private,190968,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Un***********,<=50K
27-31,Local-gov,327825,HS-grad,9,Divorced,Protective-serv,Own-child,White,Female,0,0,32,Un***********,<=50K
32-36,Private,158592,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Un***********,<=50K
47-51,Local-gov,80282,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3137,0,40,Un***********,<=50K
57-61,State-gov,109567,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,Un***********,>50K
17-21,Private,160968,11th,7,Never-married,Adm-clerical,Own-child,White,Male,0,0,16,Un***********,<=50K
57-61,Private,160062,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Un***********,<=50K
37-41,State-gov,48997,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,Un***********,<=50K
17-21,Private,109414,Some-college,10,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,1974,40,Un***********,<=50K
32-36,Self-emp-not-inc,313729,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,Un***********,<=50K
47-51,Local-gov,67001,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Un***********,<=50K
52-56,State-gov,166774,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Un***********,>50K
42-46,Federal-gov,184099,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Un***********,>50K
42-46,Private,543922,Masters,14,Divorced,Transport-moving,Not-in-family,White,Male,14344,0,48,Un***********,>50K
52-56,Self-emp-not-inc,183146,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Un***********,>50K
67-71,Self-emp-not-inc,252842,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1797,0,20,Un***********,<=50K
47-51,Private,449354,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,4386,0,45,Un***********,>50K
42-46,Private,297335,Assoc-acdm,12,Married-spouse-absent,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,31,***********,<=50K
32-36,Private,49020,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Un***********,>50K
37-41,Self-emp-not-inc,117012,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,Un***********,<=50K
32-36,Private,40067,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
52-56,Federal-gov,22428,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,Un***********,>50K
42-46,Private,202872,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,Un***********,>50K
27-31,Private,120475,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,20,Un***********,<=50K
52-56,Private,181132,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,***********,>50K
17-21,Private,188568,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Un***********,<=50K
47-51,State-gov,341548,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Un***********,<=50K
37-41,Private,132879,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Un***********,>50K
22-26,Private,168997,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
32-36,Private,191930,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Un***********,<=50K
27-31,Private,119359,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,10,***********,>50K
32-36,Private,112264,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,Un***********,<=50K
22-26,Private,174545,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,46,Un***********,<=50K
52-56,Self-emp-not-inc,210731,7th-8th,4,Divorced,Sales,Other-relative,White,Male,0,0,20,***********,<=50K
52-56,Private,202071,HS-grad,9,Widowed,Craft-repair,Own-child,White,Female,0,0,40,Un***********,<=50K
52-56,Private,202115,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,Un***********,<=50K
42-46,Self-emp-inc,383493,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Un***********,>50K
22-26,Private,172047,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Un***********,<=50K
42-46,Private,288608,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Un***********,<=50K
27-31,?,96851,Some-college,10,Never-married,?,Not-in-family,White,Female,0,1719,25,Un***********,<=50K
32-36,Private,137088,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,***********,<=50K
52-56,Private,222405,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,2377,40,Un***********,<=50K
42-46,Private,31339,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,Un***********,>50K
32-36,Private,168854,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1848,50,Un***********,>50K
32-36,Private,183898,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,Un***********,>50K
42-46,Private,164693,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Un***********,<=50K
62-66,Private,416829,11th,7,Separated,Other-service,Not-in-family,Black,Female,0,0,21,Un***********,<=50K
57-61,Private,140426,1st-4th,2,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,35,***********,<=50K
37-41,Private,99146,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Un***********,>50K
17-21,State-gov,129345,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,Un***********,<=50K
42-46,Private,174386,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,24,Un***********,<=50K
47-51,Self-emp-not-inc,94432,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,Un***********,>50K
42-46,Private,220269,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Un***********,>50K
47-51,Local-gov,177018,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Un***********,>50K
32-36,State-gov,400132,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Un***********,>50K
17-21,Private,295308,11th,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0,20,Un***********,<=50K
*,Private,131620,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Own-child,White,Female,0,0,40,*,<=50K
42-46,Private,173938,HS-grad,9,Separated,Sales,Own-child,White,Female,0,0,40,Un***********,<=50K
42-46,Private,174209,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,Un***********,<=50K
17-21,Private,125591,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Un***********,<=50K
17-21,Self-emp-not-inc,174120,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,Un***********,<=50K
22-26,Private,179423,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Un***********,<=50K
57-61,Private,162947,5th-6th,3,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,***********,<=50K
37-41,Self-emp-inc,299036,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,Un***********,>50K
37-41,Private,240810,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Un***********,<=50K
37-41,Private,163392,HS-grad,9,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander,Male,0,0,40,***********,<=50K
37-41,Private,237452,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,15,***********,>50K
32-36,State-gov,119033,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Un***********,>50K
27-31,Private,301654,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Un***********,<=50K
42-46,Private,203642,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Un***********,>50K
52-56,Private,139616,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,Un***********,>50K
