Age,Workclass,fnlwgt,Education,Education-num,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Income
17-21,Private,223648,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,4101,0,48,Un***********,<=50K
17-21,Private,57324,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,30,Un***********,<=50K
32-36,Self-emp-inc,215382,Masters,14,Separated,Prof-specialty,Not-in-family,White,Female,4787,0,40,Un***********,>50K
17-21,?,25139,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,Un***********,<=50K
57-61,Private,182062,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,40,Un***********,<=50K
17-21,Private,26842,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,20,Un***********,<=50K
32-36,Private,77146,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Un***********,>50K
42-46,Private,111979,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Un***********,<=50K
62-66,Private,185001,10th,6,Widowed,Sales,Not-in-family,White,Female,0,0,20,Un***********,<=50K
62-66,Private,213477,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,28,Un***********,<=50K
37-41,Private,207685,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,21,Un***********,<=50K
47-51,Private,387468,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,***********,>50K
22-26,Private,410240,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Un***********,<=50K
32-36,Private,54229,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,37,Un***********,<=50K
17-21,Private,577521,11th,7,Never-married,Sales,Own-child,White,Male,0,0,13,Un***********,<=50K
37-41,Private,199251,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Un***********,<=50K
72-76,Self-emp-inc,81534,HS-grad,9,Widowed,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,35,Un***********,>50K
37-41,Private,208277,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,44,Un***********,>50K
32-36,Private,226975,Some-college,10,Never-married,Sales,Own-child,White,Male,0,1876,60,Un***********,<=50K
17-21,Private,415354,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,40,Un***********,<=50K
27-31,Private,169069,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Un***********,<=50K
52-56,Private,295067,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,45,Un***********,>50K
27-31,Self-emp-inc,210295,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Un***********,>50K
42-46,Private,107682,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Un***********,<=50K
27-31,Private,157941,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Un***********,<=50K
42-46,Local-gov,136986,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,35,Un***********,>50K
42-46,Self-emp-not-inc,195897,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
22-26,Private,113436,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,Un***********,<=50K
22-26,Private,150463,HS-grad,9,Never-married,Priv-house-serv,Unmarried,Other,Female,0,0,40,***********,<=50K
37-41,Private,51264,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,99,***********,>50K
27-31,Local-gov,162404,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Male,2174,0,40,Un***********,<=50K
22-26,Private,101812,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,41,Un***********,<=50K
17-21,?,214635,Some-college,10,Never-married,?,Own-child,White,Male,0,0,24,Un***********,<=50K
37-41,Private,267085,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
57-61,Local-gov,44273,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Female,0,0,40,Un***********,<=50K
32-36,Private,203488,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,Un***********,>50K
22-26,Private,297154,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2407,0,40,Un***********,<=50K
67-71,Private,136218,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Un***********,<=50K
22-26,Self-emp-not-inc,257574,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,20,Un***********,<=50K
42-46,Private,340885,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1977,40,Un***********,>50K
42-46,Private,341204,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Female,0,0,40,Un***********,<=50K
52-56,Private,155434,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,Un***********,<=50K
32-36,Private,27153,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Un***********,<=50K
37-41,Private,185145,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,***********,>50K
22-26,Private,272185,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,33,Un***********,<=50K
42-46,Private,102114,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,Un***********,<=50K
62-66,Private,105491,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,Un***********,>50K
32-36,Private,182691,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Male,0,0,44,Un***********,<=50K
57-61,Private,342906,9th,5,Married-civ-spouse,Sales,Husband,Black,Male,0,0,55,Un***********,>50K
32-36,Private,186845,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Un***********,>50K
*,?,403910,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,3,*,<=50K
42-46,?,206357,5th-6th,3,Married-civ-spouse,?,Wife,White,Female,0,0,40,***********,<=50K
42-46,Private,123983,Bachelors,13,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,***********,<=50K
37-41,Private,282872,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,40,Un***********,<=50K
17-21,Private,130959,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,Un***********,<=50K
32-36,Self-emp-not-inc,246439,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,Un***********,<=50K
32-36,State-gov,237873,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,Un***********,<=50K
37-41,Self-emp-not-inc,30759,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,Un***********,<=50K
52-56,Private,212864,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Un***********,>50K
47-51,Private,108993,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Un***********,>50K
52-56,Federal-gov,146477,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Un***********,<=50K
62-66,?,222810,Some-college,10,Divorced,?,Other-relative,White,Female,0,0,35,Un***********,<=50K
32-36,?,36635,Some-college,10,Never-married,?,Unmarried,White,Female,0,0,25,Un***********,<=50K
32-36,Private,250807,11th,7,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,40,Un***********,<=50K
52-56,Local-gov,173090,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,0,0,45,Un***********,<=50K
37-41,Private,205359,11th,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,32,Un***********,<=50K
32-36,Private,41610,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Un***********,<=50K
52-56,Private,208311,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,20,Un***********,>50K
57-61,Self-emp-not-inc,27886,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Un***********,>50K
57-61,Private,109015,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,Un***********,<=50K
32-36,Local-gov,114719,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Un***********,>50K
32-36,?,214896,9th,5,Divorced,?,Unmarried,White,Female,0,0,40,***********,<=50K
32-36,Private,549413,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,Un***********,>50K
27-31,Private,706026,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Un***********,<=50K
22-26,Private,222539,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,2597,0,50,Un***********,<=50K
32-36,?,94954,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,0,0,20,Un***********,<=50K
37-41,Private,210945,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,24,Un***********,<=50K
42-46,Private,266337,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,Un***********,<=50K
47-51,Private,97883,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,Un***********,<=50K
17-21,Private,227411,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,Un***********,<=50K
37-41,Private,233490,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,Un***********,<=50K
27-31,Private,339482,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,***********,<=50K
42-46,State-gov,345969,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Un***********,>50K
52-56,Private,165315,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,***********,<=50K
42-46,Private,219288,7th-8th,4,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,Un***********,<=50K
37-41,Private,172855,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,Un***********,<=50K
22-26,Private,201490,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,Un***********,<=50K
17-21,?,151463,11th,7,Never-married,?,Other-relative,White,Male,0,0,7,Un***********,<=50K
32-36,State-gov,36397,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,55,Un***********,<=50K
22-26,Private,285367,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,50,Un***********,<=50K
37-41,Federal-gov,115433,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,33,Un***********,>50K
42-46,Private,146919,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Un***********,>50K
22-26,Self-emp-not-inc,163189,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,Un***********,<=50K
42-46,Self-emp-not-inc,33795,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Un***********,<=50K
22-26,Private,60331,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,Un***********,<=50K
27-31,State-gov,107218,Bachelors,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,20,Un***********,<=50K
37-41,Private,325538,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,60,***********,<=50K
27-31,?,173800,Bachelors,13,Married-spouse-absent,?,Not-in-family,Asian-Pac-Islander,Female,0,0,10,***********,<=50K
37-41,Private,115289,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,***********,>50K
22-26,Private,50058,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,Un***********,<=50K
17-21,?,415913,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,Un***********,<=50K
47-51,Private,217019,HS-grad,9,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,28,Un***********,<=50K
22-26,State-gov,108542,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Un***********,<=50K
17-21,Private,306114,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,35,Un***********,<=50K
22-26,Private,278107,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,60,Un***********,<=50K
62-66,Private,46087,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,Un***********,<=50K
52-56,Local-gov,267763,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Un***********,<=50K
52-56,Private,304353,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,Un***********,>50K
42-46,Private,225263,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,1408,46,Un***********,<=50K
22-26,Private,221533,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,20,Un***********,<=50K
17-21,Private,192409,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,Un***********,<=50K
47-51,Private,273828,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,***********,<=50K
22-26,Private,163053,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,Un***********,<=50K
72-76,Private,26248,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,Un***********,>50K
57-61,Self-emp-inc,123218,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Un***********,<=50K
27-31,Private,165365,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,2885,0,40,***********,<=50K
57-61,Private,165695,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,***********,>50K
37-41,Private,167482,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Un***********,<=50K
32-36,Private,111387,10th,6,Divorced,Sales,Own-child,White,Male,0,0,40,Un***********,<=50K
17-21,Private,365613,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,10,***********,<=50K
37-41,Private,356838,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,12,Un***********,<=50K
22-26,Private,50103,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,40,Un***********,<=50K
57-61,Private,165922,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,Un***********,>50K
17-21,Private,184207,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,Un***********,<=50K
22-26,Private,38232,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,Un***********,<=50K
42-46,Federal-gov,53727,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,***********,<=50K
17-21,Private,71650,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,Un***********,<=50K
27-31,Private,183627,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3137,0,48,***********,<=50K
37-41,Private,126569,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,Un***********,>50K
27-31,Private,263005,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,***********,<=50K
47-51,Private,141511,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Un***********,>50K
27-31,Local-gov,115305,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,7688,0,40,Un***********,>50K
32-36,Local-gov,302149,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,7298,0,40,***********,>50K
47-51,Local-gov,142411,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,Un***********,<=50K
62-66,Self-emp-not-inc,170421,Some-college,10,Widowed,Craft-repair,Not-in-family,White,Female,0,0,8,Un***********,<=50K
32-36,Private,162312,HS-grad,9,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,70,***********,<=50K
27-31,Private,173005,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,Un***********,>50K
27-31,Private,308136,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
42-46,Self-emp-inc,56236,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,2202,0,45,Un***********,<=50K
*,Private,202498,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,*,<=50K
27-31,Self-emp-not-inc,175406,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,Un***********,>50K
32-36,Private,283602,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,59,***********,<=50K
17-21,Private,349365,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,Un***********,<=50K
22-26,Private,203027,Assoc-acdm,12,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Un***********,<=50K
17-21,Private,29250,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,Un***********,<=50K
42-46,Private,214955,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,Un***********,<=50K
42-46,State-gov,263982,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,Un***********,<=50K
17-21,Private,187643,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,Un***********,<=50K
37-41,Self-emp-inc,379485,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,Un***********,<=50K
57-61,Private,159937,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,Un***********,<=50K
62-66,Private,361721,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,Un***********,<=50K
22-26,Private,192652,Bachelors,13,Never-married,Other-service,Own-child,White,Male,0,0,40,Un***********,<=50K
42-46,Private,319588,Bachelors,13,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,60,Un***********,<=50K
32-36,Private,238944,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Un***********,<=50K
47-51,Private,111961,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,30,Un***********,<=50K
37-41,Private,284303,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,40,Un***********,>50K
22-26,Private,162869,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0,65,Un***********,<=50K
42-46,Self-emp-not-inc,320744,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3908,0,45,Un***********,<=50K
17-21,Private,152182,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,Un***********,<=50K
27-31,Private,189462,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,46,Un***********,<=50K
37-41,Self-emp-not-inc,141327,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35,Un***********,<=50K
32-36,Private,172928,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,Un***********,<=50K
42-46,Local-gov,318280,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Male,0,0,40,Un***********,>50K
52-56,Private,99736,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,15020,0,50,Un***********,>50K
42-46,Private,200187,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,32,Un***********,<=50K
*,Private,135339,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,2105,0,40,*,<=50K
37-41,Private,293291,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,Un***********,>50K
22-26,Private,604537,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,***********,<=50K
32-36,?,202498,7th-8th,4,Separated,?,Not-in-family,White,Male,0,0,40,***********,<=50K
22-26,State-gov,183678,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,Un***********,<=50K
47-51,Private,199058,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,Un***********,<=50K
72-76,Private,284080,1st-4th,2,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,Un***********,<=50K
42-46,Private,194698,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,>50K
22-26,Private,509629,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,25,Un***********,<=50K
22-26,?,283731,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,40,Un***********,<=50K
32-36,Private,195576,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Un***********,>50K
32-36,Private,244803,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,***********,<=50K
37-41,Private,227794,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,Un***********,<=50K
22-26,Private,184756,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,Un***********,<=50K
27-31,Private,177304,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,Un***********,<=50K
22-26,Private,214413,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Male,6497,0,48,Un***********,<=50K
27-31,Self-emp-not-inc,325355,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,40,Un***********,>50K
32-36,Private,173730,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,Un***********,>50K
57-61,Private,31782,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,Un***********,>50K
32-36,Private,213226,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,65,Un***********,>50K
42-46,Private,353512,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Un***********,>50K
37-41,Private,99374,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,Un***********,<=50K
52-56,Private,108914,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Un***********,>50K
42-46,Private,192793,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,Un***********,<=50K
37-41,Private,33886,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,Un***********,<=50K
37-41,State-gov,229364,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,Un***********,<=50K
37-41,Private,175643,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,Un***********,<=50K
42-46,Self-emp-not-inc,104118,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Un***********,<=50K
22-26,Private,71864,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,0,0,35,Un***********,<=50K
42-46,Private,249771,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,99,Un***********,<=50K
57-61,Private,31137,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,>50K
72-76,Private,97077,10th,6,Widowed,Sales,Unmarried,Black,Female,0,0,12,Un***********,<=50K
47-51,Local-gov,264457,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,Un***********,<=50K
47-51,Private,84726,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Un***********,<=50K
22-26,Private,233777,Some-college,10,Never-married,Sales,Unmarried,White,Male,0,0,50,***********,<=50K
32-36,Private,85272,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,Un***********,>50K
22-26,Private,76978,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,35,Un***********,<=50K
47-51,Private,34067,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Un***********,>50K
37-41,Private,207578,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,***********,>50K
27-31,Private,309620,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,6,***********,<=50K
27-31,Private,79448,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,10,Un***********,<=50K
32-36,?,199046,Assoc-voc,11,Never-married,?,Unmarried,White,Female,0,0,2,Un***********,<=50K
27-31,Private,56121,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Un***********,<=50K
22-26,Private,509048,HS-grad,9,Never-married,Sales,Other-relative,Black,Female,0,0,37,Un***********,<=50K
37-41,Private,115336,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,70,Un***********,<=50K
57-61,Private,361324,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
42-46,?,144354,9th,5,Separated,?,Own-child,Black,Male,0,0,40,Un***********,<=50K
57-61,Private,339358,5th-6th,3,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,0,0,45,***********,<=50K
*,Self-emp-inc,132832,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,20051,0,40,*,>50K
37-41,Private,108419,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
42-46,State-gov,148316,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Un***********,>50K
42-46,Local-gov,398986,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,52,Un***********,>50K
57-61,Self-emp-not-inc,34297,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,>50K
27-31,Private,166961,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,37,Un***********,<=50K
22-26,Self-emp-not-inc,31143,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Un***********,<=50K
27-31,Private,239753,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2057,20,Un***********,<=50K
27-31,Private,139753,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,Un***********,<=50K
47-51,Local-gov,163921,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Un***********,<=50K
17-21,Local-gov,53220,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,Un***********,<=50K
47-51,Private,121411,12th,8,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,Un***********,<=50K
37-41,Self-emp-not-inc,334366,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,15,Un***********,<=50K
27-31,Local-gov,209109,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,Un***********,<=50K
37-41,Private,60355,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,Un***********,<=50K
67-71,?,163057,HS-grad,9,Widowed,?,Not-in-family,White,Female,2009,0,40,Un***********,<=50K
42-46,Self-emp-inc,133060,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
67-71,Private,186350,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,10,Un***********,>50K
22-26,Private,100147,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,Un***********,>50K
32-36,Private,239824,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,Un***********,<=50K
27-31,Private,209891,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,50,Un***********,<=50K
17-21,Private,39478,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,70,Un***********,<=50K
47-51,Private,155659,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Un***********,<=50K
